,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance,CfExternalRiskEstimate,CfMSinceOldestTradeOpen,CfMSinceMostRecentTradeOpen,CfAverageMInFile,CfNumSatisfactoryTrades,CfNumTrades60Ever2DerogPubRec,CfNumTrades90Ever2DerogPubRec,CfPercentTradesNeverDelq,CfMSinceMostRecentDelq,CfMaxDelq2PublicRecLast12M,CfMaxDelqEver,CfNumTotalTrades,CfNumTradesOpeninLast12M,CfPercentInstallTrades,CfMSinceMostRecentInqexcl7days,CfNumInqLast6M,CfNumInqLast6Mexcl7days,CfNetFractionRevolvingBurden,CfNetFractionInstallBurden,CfNumRevolvingTradesWBalance,CfNumInstallTradesWBalance,CfNumBank2NatlTradesWHighUtilization,CfPercentTradesWBalance,GoalScore,GoalValue,GoalName,method,model
8847,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,82.0,93.0,2.0,49.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,30.0,1.0,2.0,2.0,0.0,99.0,0.0,3.0,-8.0,38.0,0.5809560453297796,1,RiskPerformance,DiCE-kdtree,MLP
5034,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,80.0,98.0,1.0,40.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,5.0,27.0,1.0,1.0,1.0,3.0,84.0,3.0,3.0,0.0,40.0,0.7550197918996377,1,RiskPerformance,DiCE-kdtree,MLP
8852,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,79.0,120.0,2.0,46.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,5.0,22.0,2.0,3.0,3.0,6.0,90.0,1.0,2.0,0.0,50.0,0.8147713900547083,1,RiskPerformance,DiCE-kdtree,MLP
3285,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,72.0,150.0,7.0,57.0,36.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.0,7.0,8.0,1.0,3.0,3.0,30.0,56.0,8.0,2.0,3.0,56.0,0.5080184543225333,1,RiskPerformance,DiCE-kdtree,MLP
9818,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,73.0,121.0,9.0,64.0,33.0,0.0,0.0,100.0,-7.0,6.0,8.0,34.0,4.0,35.0,0.0,2.0,2.0,35.0,64.0,10.0,2.0,1.0,92.0,0.6039122667656013,1,RiskPerformance,DiCE-kdtree,MLP
10089,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,78.0,130.0,7.0,54.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,30.0,-7.0,0.0,0.0,24.0,90.0,3.0,3.0,0.0,67.0,0.6349954822659565,1,RiskPerformance,DiCE-kdtree,MLP
5045,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,79.0,134.0,1.0,59.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,39.0,6.0,41.0,0.0,4.0,4.0,14.0,95.0,2.0,4.0,1.0,40.0,0.6345555279882217,1,RiskPerformance,DiCE-kdtree,MLP
6769,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,80.0,153.0,2.0,57.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,4.0,50.0,3.0,3.0,2.0,21.0,65.0,3.0,2.0,0.0,75.0,0.6901106620203643,1,RiskPerformance,DiCE-kdtree,MLP
8584,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,77.0,92.0,5.0,44.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,3.0,40.0,2.0,3.0,3.0,40.0,53.0,2.0,4.0,0.0,67.0,0.5117832424315122,1,RiskPerformance,DiCE-kdtree,MLP
4873,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,74.0,123.0,1.0,52.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,3.0,33.0,5.0,0.0,0.0,38.0,43.0,4.0,5.0,1.0,75.0,0.7753120165016262,1,RiskPerformance,DiCE-kdtree,MLP
22,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,72.0,84.0,4.0,53.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,2.0,27.0,0.0,1.0,1.0,43.0,48.0,9.0,5.0,3.0,64.0,0.7526073437132245,1,RiskPerformance,DiCE-kdtree,MLP
5299,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,75.0,140.0,7.0,56.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,27.0,0.0,1.0,1.0,20.0,63.0,3.0,2.0,1.0,56.0,0.7859580647094797,1,RiskPerformance,DiCE-kdtree,MLP
2295,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,74.0,115.0,13.0,31.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,0.0,40.0,-7.0,1.0,1.0,21.0,73.0,3.0,2.0,1.0,86.0,0.5581357911562578,1,RiskPerformance,DiCE-kdtree,MLP
7408,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,82.0,120.0,2.0,43.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,4.0,29.0,0.0,0.0,0.0,33.0,80.0,2.0,4.0,0.0,86.0,0.7112703447095471,1,RiskPerformance,DiCE-kdtree,MLP
2936,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,69.0,91.0,18.0,53.0,36.0,0.0,0.0,100.0,-7.0,7.0,8.0,41.0,0.0,33.0,4.0,1.0,1.0,72.0,53.0,8.0,5.0,2.0,87.0,0.5870643271360827,1,RiskPerformance,DiCE-kdtree,MLP
6863,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,80.0,96.0,4.0,49.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,3.0,32.0,0.0,1.0,1.0,3.0,77.0,6.0,3.0,0.0,64.0,0.7474648879724838,1,RiskPerformance,DiCE-kdtree,MLP
4994,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,84.0,140.0,2.0,54.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,2.0,33.0,3.0,2.0,1.0,10.0,89.0,1.0,3.0,0.0,67.0,0.687485307795231,1,RiskPerformance,DiCE-kdtree,MLP
230,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,73.0,116.0,23.0,65.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,39.0,1.0,1.0,1.0,25.0,70.0,3.0,4.0,1.0,62.0,0.7441341407735972,1,RiskPerformance,DiCE-kdtree,MLP
9982,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,75.0,99.0,5.0,56.0,38.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.0,3.0,55.0,0.0,1.0,1.0,41.0,76.0,6.0,3.0,0.0,75.0,0.5627253343977406,1,RiskPerformance,DiCE-kdtree,MLP
7062,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,76.0,148.0,1.0,58.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,3.0,35.0,0.0,1.0,1.0,15.0,94.0,2.0,5.0,1.0,54.0,0.7537488326912715,1,RiskPerformance,DiCE-kdtree,MLP
787,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,80.0,153.0,2.0,47.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,5.0,55.0,2.0,2.0,2.0,1.0,70.0,1.0,4.0,0.0,45.0,0.7674950536700902,1,RiskPerformance,DiCE-kdtree,MLP
9826,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,76.0,97.0,9.0,44.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,2.0,21.0,0.0,1.0,1.0,32.0,43.0,3.0,2.0,0.0,63.0,0.7041593215388697,1,RiskPerformance,DiCE-kdtree,MLP
5189,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,85.0,133.0,1.0,52.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,31.0,3.0,1.0,1.0,8.0,97.0,2.0,4.0,0.0,70.0,0.786626482719096,1,RiskPerformance,DiCE-kdtree,MLP
7982,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,73.0,106.0,6.0,52.0,44.0,0.0,0.0,100.0,-7.0,7.0,8.0,48.0,4.0,48.0,5.0,0.0,0.0,20.0,50.0,10.0,4.0,0.0,70.0,0.5238750620705986,1,RiskPerformance,DiCE-kdtree,MLP
9884,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,78.0,96.0,1.0,35.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,38.0,0.0,0.0,0.0,11.0,83.0,2.0,2.0,1.0,67.0,0.5382677629882983,1,RiskPerformance,DiCE-kdtree,MLP
7141,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,76.0,114.0,7.0,51.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,6.0,35.0,0.0,0.0,0.0,1.0,90.0,1.0,3.0,0.0,50.0,0.6509505266658352,1,RiskPerformance,DiCE-kdtree,MLP
7885,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,76.0,100.0,18.0,44.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,22.0,11.0,0.0,0.0,54.0,65.0,1.0,2.0,1.0,63.0,0.628496459048265,1,RiskPerformance,DiCE-kdtree,MLP
6072,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,80.0,122.0,3.0,65.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,42.0,2.0,1.0,1.0,18.0,73.0,2.0,3.0,0.0,83.0,0.8011320410067899,1,RiskPerformance,DiCE-kdtree,MLP
5187,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,81.0,137.0,1.0,55.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,3.0,43.0,1.0,4.0,3.0,33.0,92.0,2.0,3.0,0.0,63.0,0.5020231389779048,1,RiskPerformance,DiCE-kdtree,MLP
5469,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,79.0,158.0,3.0,54.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,2.0,38.0,3.0,2.0,2.0,14.0,130.0,1.0,2.0,0.0,50.0,0.5551557945179871,1,RiskPerformance,DiCE-kdtree,MLP
8991,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,79.0,135.0,3.0,59.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,3.0,45.0,0.0,1.0,1.0,2.0,51.0,2.0,4.0,1.0,60.0,0.8004119362881325,1,RiskPerformance,DiCE-kdtree,MLP
9485,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,80.0,116.0,2.0,62.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,1.0,23.0,0.0,1.0,1.0,23.0,81.0,3.0,2.0,1.0,83.0,0.8749995064661281,1,RiskPerformance,DiCE-kdtree,MLP
5012,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,84.0,145.0,3.0,54.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,27.0,6.0,0.0,0.0,13.0,60.0,1.0,3.0,0.0,40.0,0.871467199697089,1,RiskPerformance,DiCE-kdtree,MLP
7012,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,75.0,175.0,2.0,61.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,7.0,34.0,2.0,2.0,2.0,16.0,83.0,3.0,2.0,2.0,33.0,0.7934459238998302,1,RiskPerformance,DiCE-kdtree,MLP
6468,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,79.0,144.0,13.0,55.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,41.0,0.0,0.0,0.0,42.0,56.0,2.0,4.0,0.0,60.0,0.554264265315812,1,RiskPerformance,DiCE-kdtree,MLP
7350,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,77.0,143.0,10.0,52.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,33.0,0.0,2.0,0.0,12.0,92.0,2.0,2.0,1.0,67.0,0.5192383724550547,1,RiskPerformance,DiCE-kdtree,MLP
1738,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,77.0,127.0,6.0,54.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,1.0,41.0,0.0,0.0,0.0,33.0,34.0,4.0,8.0,1.0,63.0,0.5801111470405649,1,RiskPerformance,DiCE-kdtree,MLP
10444,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,76.0,82.0,19.0,55.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,40.0,0.0,2.0,2.0,40.0,36.0,2.0,3.0,1.0,71.0,0.5208650319696461,1,RiskPerformance,DiCE-kdtree,MLP
147,61,113,3,29,32,0,0,100,-7,7,8,33,12,28,3,2,2,36,72,8,6,2,54,0,77.0,154.0,3.0,55.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,6.0,63.0,2.0,2.0,1.0,26.0,74.0,5.0,14.0,0.0,86.0,0.7018457679667397,1,RiskPerformance,DiCE-kdtree,MLP
2776,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,72.0,117.0,37.0,119.0,9.0,1.0,0.0,90.0,22.0,6.0,5.0,18.0,0.0,20.0,-7.0,0.0,0.0,24.0,-8.0,5.0,1.0,0.0,100.0,0.5092515015927908,1,RiskPerformance,DiCE-kdtree,MLP
5627,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,78.0,146.0,14.0,78.0,10.0,1.0,0.0,82.0,37.0,6.0,5.0,11.0,0.0,27.0,0.0,0.0,0.0,30.0,-8.0,5.0,1.0,0.0,67.0,0.6229471908368406,1,RiskPerformance,DiCE-kdtree,MLP
10399,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,73.0,138.0,15.0,83.0,19.0,1.0,1.0,95.0,17.0,6.0,4.0,20.0,0.0,10.0,10.0,0.0,0.0,38.0,-8.0,2.0,1.0,0.0,43.0,0.6452913375959792,1,RiskPerformance,DiCE-kdtree,MLP
6292,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,86.0,144.0,21.0,93.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,29.0,-8.0,0.0,0.0,12.0,-8.0,2.0,-8.0,0.0,67.0,0.8449115429325422,1,RiskPerformance,DiCE-kdtree,MLP
7523,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,76.0,134.0,35.0,84.0,21.0,0.0,0.0,95.0,-8.0,6.0,6.0,21.0,0.0,52.0,-7.0,0.0,0.0,38.0,-8.0,1.0,1.0,0.0,67.0,0.6000991095610745,1,RiskPerformance,DiCE-kdtree,MLP
2760,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,89.0,136.0,17.0,77.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,14.0,-7.0,0.0,0.0,6.0,-8.0,2.0,1.0,0.0,75.0,0.7170863845227989,1,RiskPerformance,DiCE-kdtree,MLP
9401,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,84.0,98.0,35.0,68.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,29.0,-8.0,0.0,0.0,12.0,-8.0,2.0,1.0,0.0,75.0,0.5759425024010393,1,RiskPerformance,DiCE-kdtree,MLP
5401,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,78.0,144.0,31.0,74.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,27.0,-7.0,0.0,0.0,30.0,-8.0,2.0,1.0,0.0,60.0,0.6824988787434965,1,RiskPerformance,DiCE-kdtree,MLP
5097,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,84.0,115.0,16.0,58.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,0.0,44.0,-8.0,0.0,0.0,27.0,-8.0,2.0,-8.0,0.0,50.0,0.6126523170164491,1,RiskPerformance,DiCE-kdtree,MLP
5777,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,81.0,154.0,21.0,73.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,23.0,0.0,0.0,0.0,46.0,-8.0,4.0,-8.0,0.0,67.0,0.6505533016756976,1,RiskPerformance,DiCE-kdtree,MLP
484,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,88.0,112.0,16.0,61.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,13.0,-7.0,0.0,0.0,7.0,-8.0,2.0,1.0,0.0,60.0,0.7242036527154257,1,RiskPerformance,DiCE-kdtree,MLP
10244,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,81.0,75.0,29.0,52.0,12.0,1.0,0.0,92.0,51.0,6.0,5.0,13.0,0.0,31.0,15.0,0.0,0.0,8.0,-8.0,2.0,1.0,0.0,38.0,0.6418293527072215,1,RiskPerformance,DiCE-kdtree,MLP
2445,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,79.0,126.0,11.0,64.0,28.0,0.0,0.0,100.0,-7.0,6.0,7.0,4.0,1.0,39.0,-7.0,0.0,0.0,33.0,-8.0,3.0,2.0,0.0,56.0,0.6640492014040751,1,RiskPerformance,DiCE-kdtree,MLP
3587,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,90.0,100.0,57.0,98.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,0.0,-8.0,0.0,0.0,9.0,-8.0,2.0,-8.0,0.0,50.0,0.6842924986475268,1,RiskPerformance,DiCE-kdtree,MLP
5415,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,70.0,137.0,32.0,87.0,18.0,0.0,0.0,95.0,4.0,4.0,6.0,21.0,0.0,15.0,-8.0,0.0,0.0,10.0,-8.0,2.0,1.0,0.0,50.0,0.6288148991361477,1,RiskPerformance,DiCE-kdtree,MLP
541,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,73.0,164.0,17.0,87.0,20.0,1.0,0.0,91.0,23.0,6.0,5.0,22.0,0.0,50.0,-7.0,2.0,2.0,35.0,-8.0,2.0,1.0,0.0,43.0,0.5963599783523915,1,RiskPerformance,DiCE-kdtree,MLP
1997,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,71.0,135.0,24.0,73.0,21.0,2.0,1.0,87.0,15.0,6.0,4.0,23.0,0.0,4.0,0.0,0.0,0.0,26.0,-8.0,4.0,1.0,1.0,55.0,0.5933864396427067,1,RiskPerformance,DiCE-kdtree,MLP
6503,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,81.0,131.0,16.0,59.0,19.0,1.0,0.0,90.0,15.0,6.0,5.0,20.0,0.0,30.0,0.0,0.0,0.0,3.0,-8.0,1.0,1.0,0.0,25.0,0.5963372847143098,1,RiskPerformance,DiCE-kdtree,MLP
9145,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,90.0,142.0,24.0,90.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,7.0,-7.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,50.0,0.9062210589619285,1,RiskPerformance,DiCE-kdtree,MLP
6266,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,77.0,141.0,14.0,79.0,13.0,0.0,0.0,77.0,11.0,4.0,6.0,13.0,0.0,23.0,-8.0,0.0,0.0,4.0,-8.0,2.0,1.0,0.0,60.0,0.6296470618333249,1,RiskPerformance,DiCE-kdtree,MLP
104,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,74.0,150.0,13.0,91.0,13.0,1.0,1.0,93.0,35.0,6.0,2.0,14.0,0.0,29.0,-7.0,0.0,0.0,36.0,-8.0,1.0,1.0,1.0,40.0,0.6019931007354692,1,RiskPerformance,DiCE-kdtree,MLP
2642,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,80.0,57.0,2.0,39.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,0.0,-7.0,0.0,0.0,36.0,-8.0,2.0,-8.0,0.0,40.0,0.6390737806485389,1,RiskPerformance,DiCE-kdtree,MLP
9870,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,81.0,118.0,2.0,60.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,1.0,14.0,0.0,3.0,3.0,6.0,-8.0,2.0,-8.0,1.0,50.0,0.665331312680358,1,RiskPerformance,DiCE-kdtree,MLP
10088,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,79.0,136.0,9.0,87.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,27.0,-7.0,0.0,0.0,47.0,-8.0,5.0,1.0,1.0,75.0,0.5439661367772409,1,RiskPerformance,DiCE-kdtree,MLP
5301,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,57.0,138.0,18.0,66.0,11.0,2.0,1.0,71.0,23.0,6.0,3.0,14.0,0.0,36.0,0.0,0.0,0.0,41.0,-8.0,4.0,1.0,0.0,71.0,0.5042147557515672,1,RiskPerformance,DiCE-kdtree,MLP
4960,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,84.0,128.0,6.0,70.0,28.0,0.0,0.0,96.0,25.0,6.0,6.0,28.0,3.0,14.0,-8.0,0.0,0.0,3.0,-8.0,2.0,1.0,0.0,33.0,0.7793585941845372,1,RiskPerformance,DiCE-kdtree,MLP
2960,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,80.0,104.0,10.0,93.0,36.0,0.0,0.0,97.0,36.0,6.0,6.0,6.0,1.0,23.0,8.0,0.0,0.0,18.0,-8.0,3.0,3.0,0.0,46.0,0.767881745901298,1,RiskPerformance,DiCE-kdtree,MLP
7578,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,81.0,119.0,6.0,54.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,20.0,-7.0,0.0,0.0,26.0,-8.0,4.0,1.0,0.0,56.0,0.5911953358392767,1,RiskPerformance,DiCE-kdtree,MLP
2553,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,79.0,70.0,1.0,66.0,20.0,1.0,0.0,96.0,30.0,6.0,5.0,14.0,2.0,17.0,-7.0,0.0,0.0,10.0,-8.0,1.0,1.0,1.0,25.0,0.6827674863819791,1,RiskPerformance,DiCE-kdtree,MLP
3628,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,85.0,141.0,15.0,77.0,25.0,0.0,0.0,96.0,30.0,6.0,6.0,32.0,0.0,12.0,11.0,0.0,0.0,1.0,-8.0,3.0,1.0,0.0,50.0,0.8509749410095875,1,RiskPerformance,DiCE-kdtree,MLP
2915,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,89.0,125.0,48.0,69.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,0.0,14.0,-8.0,0.0,0.0,4.0,-8.0,2.0,1.0,0.0,100.0,0.6258403800830826,1,RiskPerformance,DiCE-kdtree,MLP
901,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,81.0,125.0,29.0,79.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,30.0,-8.0,0.0,0.0,25.0,-8.0,3.0,1.0,1.0,80.0,0.6695557452327697,1,RiskPerformance,DiCE-kdtree,MLP
4479,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,88.0,141.0,10.0,79.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,14.0,-7.0,0.0,0.0,3.0,-8.0,3.0,1.0,0.0,57.0,0.78140559411165,1,RiskPerformance,DiCE-kdtree,MLP
9773,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,86.0,138.0,8.0,73.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,14.0,0.0,0.0,0.0,18.0,-8.0,5.0,1.0,0.0,75.0,0.6811962867364515,1,RiskPerformance,DiCE-kdtree,MLP
1024,71,103,15,94,6,1,0,86,13,6,5,7,0,14,-7,0,0,48,-8,2,-8,0,67,0,73.0,126.0,2.0,80.0,23.0,1.0,1.0,88.0,12.0,6.0,2.0,25.0,1.0,24.0,0.0,1.0,1.0,25.0,-8.0,2.0,1.0,0.0,43.0,0.5930932169070684,1,RiskPerformance,DiCE-kdtree,MLP
